ANO,MES,MUNICIPIO,HOMICIDIO_DOLOSO,HOMICIDIO_CULPOSO_ACIDENTE_TRANSITO,HOMICIDIO_CULPOSO_OUTROS,TENTATIVA_HOMICIDIO,LESAO_CORPORAL_DOLOSA,LESAO_CORPORAL_ACIDENTE_TRANSITO,LESAO_CORPORAL_CULPOSA_OUTRAS,LATROCINIO,ROUBO_VEICULO,ROUBO_BANCO,ROUBO_CARGA,FURTO_OUTROS,FURTO_VEICULO,ROUBO_OUTROS,TOTAL_CRIME
2020,Abril,Guarujá,1,1,0,3,42,5,0,0,3,0,4,137,8,108,312
2020,Maio,Guarujá,1,2,0,1,38,19,0,0,10,0,5,214,12,99,401
2020,Junho,Guarujá,3,0,0,4,54,23,0,0,4,0,4,250,7,210,559
2020,Julho,Guarujá,1,1,0,2,55,35,0,0,4,0,2,254,15,206,575
2020,Agosto,Guarujá,2,2,0,2,62,23,0,0,2,0,6,189,11,190,489
2020,Setembro,Guarujá,0,0,0,0,56,37,1,0,9,0,1,300,19,200,623
2020,Outubro,Guarujá,1,0,0,1,53,36,0,0,6,0,1,294,12,269,673
2020,Novembro,Guarujá,0,4,0,1,65,33,0,0,9,0,6,288,22,288,716
2020,Dezembro,Guarujá,2,4,0,1,54,35,0,1,15,0,4,570,33,229,948
2020,Janeiro,Itanhaém,0,2,0,1,46,13,0,0,7,0,0,269,34,89,461
2020,Fevereiro,Itanhaém,0,1,0,3,42,9,1,1,7,0,2,167,16,55,304
2020,Marco,Itanhaém,1,1,0,0,32,9,0,0,7,0,1,137,11,65,264
2020,Abril,Itanhaém,1,1,0,1,24,5,0,0,4,0,3,170,5,48,262
2020,Maio,Itanhaém,4,1,0,1,30,8,0,0,9,0,1,124,3,43,224
2020,Junho,Itanhaém,0,1,0,0,26,4,1,0,12,0,3,186,12,45,290
2020,Julho,Itanhaém,0,2,0,1,32,6,0,1,3,0,2,142,6,38,233
2020,Agosto,Itanhaém,0,2,0,0,25,9,1,0,2,0,2,170,11,46,268
2020,Setembro,Itanhaém,0,3,0,3,29,9,1,0,10,0,2,283,5,24,369
2020,Outubro,Itanhaém,1,2,0,2,37,11,0,0,6,0,0,305,19,66,449
2020,Novembro,Itanhaém,1,0,0,3,32,14,0,0,12,0,1,290,15,53,421
2020,Dezembro,Itanhaém,2,2,0,2,32,11,0,0,11,0,1,164,21,41,287
2020,Janeiro,Mongaguá,0,0,0,0,39,10,0,0,5,0,1,266,22,166,509
2020,Fevereiro,Mongaguá,0,0,0,0,24,3,0,0,6,0,0,198,20,95,346
2020,Marco,Mongaguá,0,1,0,0,23,7,0,0,8,0,4,70,4,53,170
2020,Abril,Mongaguá,0,0,0,0,15,5,0,0,1,0,2,68,5,22,118
2020,Maio,Mongaguá,0,1,0,1,12,4,0,0,3,0,1,63,12,28,125
2020,Junho,Mongaguá,0,0,0,3,22,3,0,0,7,0,0,72,4,22,133
2020,Julho,Mongaguá,1,0,0,0,18,7,3,0,6,0,0,57,5,31,128
2020,Agosto,Mongaguá,0,0,0,2,23,7,0,0,3,0,0,52,4,50,141
2020,Setembro,Mongaguá,1,1,0,0,23,8,0,0,1,0,0,82,4,53,173
2020,Outubro,Mongaguá,0,1,0,0,19,15,0,1,2,0,1,101,10,40,190
2020,Novembro,Mongaguá,0,0,0,0,23,9,0,0,6,0,0,125,16,28,207
2020,Dezembro,Mongaguá,0,0,0,1,27,9,0,0,1,0,2,105,19,51,215
2020,Janeiro,Peruíbe,0,1,0,1,54,11,0,0,4,0,0,143,14,50,278
2020,Fevereiro,Peruíbe,1,0,0,0,23,3,0,0,8,0,1,118,19,35,208
2020,Marco,Peruíbe,1,1,0,2,24,7,1,0,7,0,2,87,8,32,172
2020,Abril,Peruíbe,0,1,0,2,19,3,1,0,4,0,0,56,5,15,106
2020,Maio,Peruíbe,1,0,0,2,15,7,0,0,3,0,1,63,4,19,115
2020,Junho,Peruíbe,0,0,0,0,18,3,0,0,0,0,0,130,2,17,170
2020,Julho,Peruíbe,2,0,0,0,24,7,0,0,5,0,0,108,7,19,172
2020,Agosto,Peruíbe,1,0,0,1,19,5,0,0,2,0,1,64,5,13,111
2020,Setembro,Peruíbe,2,2,0,0,12,22,0,1,1,0,0,155,6,18,219
2020,Outubro,Peruíbe,3,1,0,1,32,8,0,0,5,0,0,183,12,32,277
2020,Novembro,Peruíbe,2,0,0,2,23,13,0,0,3,0,2,187,9,19,260
2020,Dezembro,Peruíbe,1,1,0,2,25,8,0,0,4,0,1,205,9,55,311
2020,Janeiro,Praia Grande,2,2,0,3,131,74,2,0,23,0,5,575,54,362,1233
2020,Fevereiro,Praia Grande,0,5,0,2,94,43,2,0,6,0,4,427,39,234,856
2020,Marco,Praia Grande,5,1,0,1,87,47,0,0,19,0,7,386,32,240,825
2020,Abril,Praia Grande,3,1,0,6,50,34,1,0,12,0,5,204,26,198,540
2020,Maio,Praia Grande,1,3,0,8,51,39,0,0,11,0,8,287,30,219,657
2020,Junho,Praia Grande,1,1,0,5,59,58,0,0,7,0,6,399,23,219,778
2020,Julho,Praia Grande,1,3,0,3,90,42,1,0,15,0,6,296,18,192,667
2020,Agosto,Praia Grande,2,1,0,2,87,63,1,0,8,0,2,318,27,202,713
2020,Setembro,Praia Grande,1,3,0,4,72,66,0,0,9,0,0,397,13,171,736
2020,Outubro,Praia Grande,2,2,0,2,72,46,4,0,7,0,3,467,27,184,816
2020,Novembro,Praia Grande,2,3,1,5,89,46,2,0,4,0,4,431,32,196,815
2020,Dezembro,Praia Grande,1,4,0,7,97,61,3,0,10,0,12,441,29,221,886
2020,Janeiro,Santos,1,1,0,1,118,35,1,0,16,0,1,458,70,220,922
2020,Fevereiro,Santos,0,1,0,4,95,29,5,1,12,0,5,410,71,192,825
2020,Marco,Santos,2,2,1,2,67,26,3,0,17,0,4,335,73,182,714
2020,Abril,Santos,1,2,0,1,42,14,0,0,6,0,3,277,32,120,498
2020,Maio,Santos,0,1,0,4,42,21,2,0,5,0,1,349,33,106,564
2020,Junho,Santos,0,0,0,1,46,17,3,0,3,0,3,358,49,108,588
2020,Julho,Santos,0,4,0,4,56,36,4,0,8,0,3,318,65,129,627
2020,Agosto,Santos,1,5,0,3,59,38,6,0,8,0,1,323,42,130,616
2020,Setembro,Santos,2,1,0,5,73,32,5,0,4,0,1,432,39,151,745
2020,Outubro,Santos,1,3,0,1,60,32,3,0,7,0,0,395,77,152,731
2020,Novembro,Santos,2,0,0,3,52,29,1,0,7,0,1,397,44,125,661
2020,Dezembro,Santos,1,3,0,4,60,29,4,1,15,0,2,351,69,160,699
2020,Janeiro,São Vicente,1,3,0,2,97,38,1,0,27,0,2,324,36,261,792
2020,Fevereiro,São Vicente,2,2,0,3,76,13,3,1,17,0,2,266,32,275,692
2020,Marco,São Vicente,0,2,0,1,60,18,0,0,23,0,1,231,32,193,561
2020,Abril,São Vicente,4,0,0,7,51,11,0,0,17,0,0,167,29,203,489
2020,Maio,São Vicente,1,2,0,2,43,25,0,0,12,0,4,204,24,177,494
2020,Junho,São Vicente,1,2,0,1,55,14,1,0,9,0,1,238,24,147,493
2020,Julho,São Vicente,1,0,0,3,63,23,3,1,24,0,2,264,20,177,581
2020,Agosto,São Vicente,0,3,0,1,61,26,2,0,13,0,0,266,21,162,555
2020,Setembro,São Vicente,2,1,0,0,56,28,1,0,14,0,0,370,21,172,665
2020,Outubro,São Vicente,1,1,0,0,61,36,0,0,16,0,0,387,32,167,701
2020,Novembro,São Vicente,0,0,0,2,59,27,1,0,21,0,1,326,29,189,655
2020,Dezembro,São Vicente,2,4,0,1,73,38,1,0,36,0,2,235,37,163,592
2021,Janeiro,Bertioga,0,0,0,0,36,13,0,0,2,0,1,103,7,21,183
2021,Fevereiro,Bertioga,0,3,0,0,16,1,0,0,6,0,1,95,6,17,145
2021,Marco,Bertioga,1,0,0,1,23,8,0,0,2,0,2,53,7,28,125
2021,Abril,Bertioga,1,3,0,0,17,2,0,0,4,0,2,71,3,26,129
2021,Maio,Bertioga,1,0,0,0,22,7,0,0,2,0,1,83,1,29,146
2021,Junho,Bertioga,1,4,0,0,14,9,0,0,3,1,0,81,9,38,160
2021,Julho,Bertioga,0,0,0,0,21,3,0,0,2,0,0,76,5,41,148
2021,Agosto,Bertioga,0,2,0,0,22,5,0,0,1,0,0,69,6,27,132
2021,Setembro,Bertioga,0,1,0,1,25,6,0,0,4,0,0,82,5,24,148
2021,Outubro,Bertioga,2,0,0,0,19,6,0,0,1,0,0,61,0,21,110
2021,Novembro,Bertioga,0,2,0,1,22,7,0,0,1,0,0,84,4,29,150
2021,Dezembro,Bertioga,1,3,0,0,18,8,0,0,1,0,0,124,6,22,183
2021,Janeiro,Cubatão,2,2,0,2,22,12,1,0,5,0,1,183,9,44,283
2021,Fevereiro,Cubatão,2,3,0,4,22,14,0,0,6,0,5,182,7,43,288
2021,Marco,Cubatão,3,2,0,1,8,22,0,0,12,0,1,164,4,29,246
2021,Abril,Cubatão,0,1,0,0,14,9,0,0,8,0,0,106,4,29,171
2021,Maio,Cubatão,0,4,0,0,12,6,0,0,6,0,4,74,3,32,141
2021,Junho,Cubatão,1,2,0,0,18,5,2,0,23,0,6,104,3,30,194
2021,Julho,Cubatão,0,4,0,2,12,11,1,0,12,0,1,82,11,38,174
2021,Agosto,Cubatão,0,1,0,1,15,7,0,0,11,0,2,92,9,39,177
2021,Setembro,Cubatão,2,3,0,0,17,8,0,0,8,0,0,78,13,41,170
2021,Outubro,Cubatão,1,2,0,1,24,7,0,0,2,0,5,75,12,39,168
2021,Novembro,Cubatão,0,1,0,0,16,4,1,0,5,0,6,74,12,32,151
2021,Dezembro,Cubatão,1,1,0,3,11,8,0,0,9,0,4,56,9,31,133
2021,Janeiro,Guarujá,0,1,0,3,73,35,1,0,11,0,3,371,22,220,740
2021,Fevereiro,Guarujá,0,3,0,1,50,38,0,0,6,0,2,328,22,229,679
2021,Marco,Guarujá,1,1,0,3,53,18,0,0,16,0,6,270,17,294,679
2021,Abril,Guarujá,1,3,0,7,55,17,0,0,6,0,3,234,19,205,550
2021,Maio,Guarujá,0,0,0,1,62,26,0,0,6,0,2,265,19,217,598
2021,Junho,Guarujá,1,1,0,2,42,19,1,0,8,0,2,283,15,196,570
2021,Julho,Guarujá,1,1,0,3,45,107,0,1,6,0,0,283,20,204,671
2021,Agosto,Guarujá,2,0,0,4,48,104,0,0,9,0,2,338,21,181,709
2021,Setembro,Guarujá,2,0,0,5,148,15,0,3,5,0,1,297,24,159,659
2021,Outubro,Guarujá,2,2,0,6,35,111,0,0,3,0,0,232,16,107,514
2021,Novembro,Guarujá,1,1,0,1,49,121,0,0,6,0,0,254,23,154,610
2021,Dezembro,Guarujá,1,6,1,5,46,160,0,0,6,0,0,251,18,176,670
2021,Janeiro,Itanhaém,3,2,0,3,43,14,2,0,8,0,0,183,10,90,358
2021,Fevereiro,Itanhaém,0,3,0,2,35,17,0,0,3,0,2,251,18,75,406
2021,Marco,Itanhaém,1,1,0,3,33,6,0,0,7,0,1,231,7,50,340
2021,Abril,Itanhaém,2,2,0,2,24,14,0,0,5,0,1,210,7,60,327
2021,Maio,Itanhaém,1,1,0,2,30,12,1,0,8,0,1,192,8,51,307
2021,Junho,Itanhaém,1,1,0,1,27,14,1,0,10,0,0,170,9,55,289
2021,Julho,Itanhaém,0,1,0,3,32,20,0,0,8,0,1,204,9,47,325
2021,Agosto,Itanhaém,1,1,0,0,20,7,0,1,11,0,2,164,9,55,271
2021,Setembro,Itanhaém,1,3,0,1,35,8,0,1,6,0,0,196,17,53,321
2021,Outubro,Itanhaém,0,1,0,1,25,19,0,1,6,0,1,163,10,26,253
2021,Novembro,Itanhaém,0,1,0,2,41,9,1,0,5,0,0,252,32,54,397
2021,Dezembro,Itanhaém,0,5,0,0,30,17,1,0,14,0,2,268,17,69,423
2021,Janeiro,Mongaguá,3,0,0,0,40,15,1,0,2,0,1,170,18,76,326
2021,Fevereiro,Mongaguá,0,1,0,1,26,4,0,0,4,0,1,127,11,57,232
2021,Marco,Mongaguá,2,1,0,1,24,2,0,0,4,0,3,123,8,34,202
2021,Abril,Mongaguá,0,0,0,1,22,5,0,0,3,0,1,110,10,35,187
2021,Maio,Mongaguá,1,1,0,2,23,7,0,0,1,0,0,104,1,31,171
2021,Junho,Mongaguá,0,0,0,1,11,12,0,0,1,0,0,113,7,36,181
2021,Julho,Mongaguá,1,0,0,0,21,11,0,0,2,0,0,108,15,29,187
2021,Agosto,Mongaguá,0,1,0,1,17,8,1,0,3,0,0,112,10,35,188
2021,Setembro,Mongaguá,2,0,0,0,19,5,0,0,5,0,1,113,9,32,186
2021,Outubro,Mongaguá,0,2,0,2,23,5,0,0,3,0,2,141,12,24,214
2021,Novembro,Mongaguá,0,1,0,1,20,9,0,0,6,0,2,130,9,38,216
2021,Dezembro,Mongaguá,0,1,0,1,11,12,4,0,3,0,0,145,15,47,239
2021,Janeiro,Peruíbe,1,1,0,1,43,14,0,0,3,0,1,197,3,71,335
2021,Fevereiro,Peruíbe,1,0,0,1,28,4,0,0,5,0,0,139,3,38,219
2021,Marco,Peruíbe,2,0,0,0,26,5,0,0,1,0,0,144,6,30,214
2021,Abril,Peruíbe,1,1,0,0,14,6,0,0,3,0,1,117,10,20,173
2021,Maio,Peruíbe,1,1,0,1,16,3,1,0,0,0,1,73,6,25,128
2021,Junho,Peruíbe,1,1,0,1,20,8,0,0,3,0,0,96,6,33,169
2021,Julho,Peruíbe,1,1,0,2,20,8,0,0,3,0,0,178,3,24,240
2021,Agosto,Peruíbe,0,1,0,0,32,8,0,0,2,0,0,130,8,18,199
2021,Setembro,Peruíbe,3,1,0,1,29,7,0,0,4,0,0,158,14,30,247
2021,Outubro,Peruíbe,0,0,0,1,17,4,0,0,6,0,0,151,7,22,208
2021,Novembro,Peruíbe,0,2,0,2,35,15,1,0,8,0,1,166,5,37,272
2021,Dezembro,Peruíbe,2,2,0,2,31,12,0,0,13,0,0,170,16,39,287
2021,Janeiro,Praia Grande,2,3,1,1,127,57,2,0,16,0,1,498,32,261,1001
2021,Fevereiro,Praia Grande,1,2,0,2,108,38,4,0,8,0,2,405,42,190,802
2021,Marco,Praia Grande,2,0,0,2,95,30,0,0,12,0,7,392,39,173,752
2021,Abril,Praia Grande,1,0,0,4,70,25,0,0,4,0,6,392,50,193,745
2021,Maio,Praia Grande,1,0,0,3,50,21,5,0,16,0,0,371,44,169,680
2021,Junho,Praia Grande,0,1,0,3,70,38,1,0,11,0,9,365,36,187,721
2021,Julho,Praia Grande,1,5,0,2,78,27,1,0,9,0,12,403,47,200,785
2021,Agosto,Praia Grande,1,2,1,5,62,31,1,0,3,0,10,388,47,217,768
2021,Setembro,Praia Grande,3,4,0,1,62,34,1,0,9,0,12,446,50,248,870
2021,Outubro,Praia Grande,1,5,1,0,87,34,0,0,10,0,8,510,48,206,910
2021,Novembro,Praia Grande,1,2,0,5,102,52,0,0,18,0,7,508,63,261,1019
2021,Dezembro,Praia Grande,1,4,0,5,104,37,3,0,18,0,12,512,59,266,1021
2021,Janeiro,Santos,5,1,0,5,55,43,6,0,9,0,0,482,68,143,817
2021,Fevereiro,Santos,0,1,0,3,67,25,4,0,10,0,1,468,60,145,784
2021,Marco,Santos,2,2,0,2,57,42,5,0,5,0,0,394,69,129,707
2021,Abril,Santos,1,4,0,3,48,26,3,0,8,0,1,378,68,131,671
2021,Maio,Santos,1,1,0,2,69,27,5,0,3,0,4,351,63,122,648
2021,Junho,Santos,1,2,0,0,46,30,2,0,10,0,2,401,68,172,734
2021,Julho,Santos,0,2,0,1,39,29,3,0,10,0,0,431,65,169,749
2021,Agosto,Santos,0,2,0,3,53,26,4,0,8,0,2,466,76,139,779
2021,Setembro,Santos,1,1,0,4,49,28,1,0,3,0,4,461,81,172,805
2021,Outubro,Santos,1,0,0,1,58,25,0,0,1,0,2,479,76,126,769
2021,Novembro,Santos,2,2,0,2,64,28,4,0,11,0,1,471,72,164,821
2021,Dezembro,Santos,3,0,0,4,58,26,6,0,1,0,2,440,66,145,751
2021,Janeiro,São Vicente,2,0,0,1,75,27,1,1,18,0,3,224,27,179,558
2021,Fevereiro,São Vicente,2,2,0,1,55,20,7,0,12,0,1,275,36,147,558
2021,Marco,São Vicente,3,1,1,1,49,19,1,0,21,0,0,247,34,148,525
2021,Abril,São Vicente,2,0,0,2,30,20,2,1,9,0,2,283,34,109,494
2021,Maio,São Vicente,4,1,0,0,70,24,0,0,16,0,2,307,41,119,584
2021,Junho,São Vicente,0,1,0,0,49,27,0,0,12,0,0,317,28,149,583
2021,Julho,São Vicente,2,2,0,1,60,23,1,0,25,0,0,298,42,153,607
2021,Agosto,São Vicente,3,2,0,0,47,32,1,0,20,0,2,396,58,186,747
2021,Setembro,São Vicente,1,0,0,2,57,36,3,0,14,0,2,452,49,174,790
2021,Outubro,São Vicente,5,2,1,0,49,25,1,0,8,0,6,339,41,137,614
2021,Novembro,São Vicente,0,1,0,4,57,31,1,1,19,0,3,367,44,158,686
2021,Dezembro,São Vicente,2,2,0,3,27,26,1,0,17,0,2,302,52,153,587
2022,Janeiro,Bertioga,0,1,0,0,38,7,0,0,0,0,0,124,5,29,204
2022,Fevereiro,Bertioga,2,0,0,1,20,7,0,0,2,0,0,109,4,25,170
2022,Marco,Bertioga,0,0,0,0,27,10,0,0,2,0,0,120,8,23,190
2022,Abril,Bertioga,0,0,0,1,23,9,0,0,3,0,0,96,10,20,162
2022,Maio,Bertioga,1,3,0,0,21,5,1,0,5,0,0,112,12,21,181
2022,Junho,Bertioga,0,1,0,0,26,9,0,0,1,0,0,127,2,26,192
2022,Julho,Bertioga,0,0,0,0,13,5,3,0,2,0,0,118,6,34,181
2022,Agosto,Bertioga,1,0,0,1,25,7,1,0,1,1,0,114,1,29,181
2022,Setembro,Bertioga,0,2,0,2,20,7,0,0,1,0,0,161,6,23,222
2022,Outubro,Bertioga,1,4,0,0,28,5,0,0,4,0,0,112,6,30,190
2022,Novembro,Bertioga,1,1,0,1,25,3,2,0,2,0,0,106,11,44,196
2022,Dezembro,Bertioga,1,2,0,0,29,8,6,0,3,0,1,120,9,49,228
2022,Janeiro,Cubatão,0,1,0,2,27,13,0,0,2,0,1,89,10,34,179
2022,Fevereiro,Cubatão,0,4,0,1,17,8,1,0,12,0,1,83,7,26,160
2022,Marco,Cubatão,2,1,0,0,28,13,2,0,4,0,7,145,9,27,238
2022,Abril,Cubatão,2,1,0,0,22,5,0,0,13,0,4,89,9,32,177
2022,Maio,Cubatão,0,0,0,2,23,11,1,0,7,0,8,88,3,24,167
2022,Junho,Cubatão,2,0,0,2,22,6,1,0,9,0,5,114,8,28,197
2022,Julho,Cubatão,1,0,0,3,24,8,2,0,10,0,1,101,9,18,177
2022,Agosto,Cubatão,5,1,0,2,14,11,5,0,8,0,3,147,7,32,235
2022,Setembro,Cubatão,0,0,0,2,28,11,1,0,9,0,6,129,9,28,223
2022,Outubro,Cubatão,1,1,0,0,29,8,3,0,6,0,4,121,12,41,226
2022,Novembro,Cubatão,2,0,0,2,29,12,4,0,19,0,3,82,12,46,211
2022,Dezembro,Cubatão,0,2,0,1,20,7,4,0,13,0,9,100,22,45,223
2022,Janeiro,Guarujá,3,1,0,6,72,19,1,2,6,0,0,320,15,238,683
2022,Fevereiro,Guarujá,2,2,0,4,60,11,7,0,1,0,0,274,6,152,519
2022,Marco,Guarujá,1,1,0,5,65,27,3,0,5,0,0,339,13,224,683
2022,Abril,Guarujá,2,0,0,2,68,25,4,0,6,0,1,315,13,230,666
2022,Maio,Guarujá,3,1,0,4,56,13,2,0,1,0,1,459,17,142,699
2022,Junho,Guarujá,2,1,0,3,53,18,8,0,2,0,1,360,33,120,601
2022,Julho,Guarujá,3,1,0,3,56,12,7,0,5,0,1,301,20,201,610
2022,Agosto,Guarujá,1,0,0,1,56,10,10,0,9,0,1,391,18,190,687
2022,Setembro,Guarujá,0,1,0,1,43,15,8,0,11,0,0,305,26,174,584
2022,Outubro,Guarujá,1,5,0,2,64,12,11,0,9,0,1,279,22,214,620
2022,Novembro,Guarujá,0,1,0,2,52,18,10,0,12,0,0,282,17,260,654
2022,Dezembro,Guarujá,4,2,0,3,58,23,10,1,14,0,3,437,24,282,861
2022,Janeiro,Itanhaém,1,2,0,1,37,12,1,0,26,0,2,240,25,91,438
2022,Fevereiro,Itanhaém,1,1,0,3,41,6,0,0,15,0,0,145,13,23,248
2022,Marco,Itanhaém,1,0,0,2,36,13,0,0,17,0,0,207,13,57,346
2022,Abril,Itanhaém,1,1,0,2,28,18,1,1,15,0,0,180,14,45,306
2022,Maio,Itanhaém,0,1,0,2,32,12,3,0,6,0,2,171,14,65,308
2022,Junho,Itanhaém,1,2,0,1,20,9,2,0,4,0,1,158,5,33,236
2022,Julho,Itanhaém,1,1,0,2,31,8,0,0,6,0,0,285,17,49,400
2022,Agosto,Itanhaém,1,2,0,0,31,10,0,0,18,0,3,319,12,36,432
2022,Setembro,Itanhaém,1,0,0,2,39,12,2,0,14,0,3,278,6,37,394
2022,Outubro,Itanhaém,3,2,0,0,28,16,0,0,5,0,0,269,14,46,383
2022,Novembro,Itanhaém,1,1,0,1,31,20,0,0,12,0,2,336,18,48,470
2022,Dezembro,Itanhaém,0,2,1,1,42,18,1,0,11,0,3,343,18,47,487
2022,Janeiro,Mongaguá,0,0,0,0,42,10,0,0,6,0,0,282,20,140,500
2022,Fevereiro,Mongaguá,0,2,0,0,29,6,0,0,2,0,0,94,11,40,184
2022,Marco,Mongaguá,1,0,0,1,34,4,1,0,7,0,1,127,7,36,219
2022,Abril,Mongaguá,0,0,0,0,35,7,0,0,4,0,0,102,8,37,193
2022,Maio,Mongaguá,0,0,0,0,16,10,0,0,3,0,1,122,11,45,208
2022,Junho,Mongaguá,0,0,0,0,13,7,0,0,5,0,2,104,4,46,181
2022,Julho,Mongaguá,1,2,0,0,30,6,1,0,8,0,2,140,4,45,239
2022,Agosto,Mongaguá,0,0,0,0,23,6,0,0,4,0,0,142,4,32,211
2022,Setembro,Mongaguá,0,0,0,0,22,6,0,0,8,0,0,206,10,24,276
2022,Outubro,Mongaguá,1,1,0,0,21,7,2,0,9,0,0,217,8,31,297
2022,Novembro,Mongaguá,0,0,0,1,22,8,0,0,6,0,6,320,13,31,407
2022,Dezembro,Mongaguá,0,0,0,1,26,13,0,0,6,0,2,308,14,46,416
2022,Janeiro,Peruíbe,3,3,0,2,31,8,0,0,6,0,0,206,16,66,341
2022,Fevereiro,Peruíbe,0,1,0,2,26,12,0,0,0,0,0,194,7,24,266
2022,Marco,Peruíbe,1,1,0,1,39,9,1,0,12,0,0,244,9,47,364
2022,Abril,Peruíbe,0,0,0,1,22,3,1,0,8,0,1,249,1,27,313
2022,Maio,Peruíbe,0,1,0,0,21,5,1,0,5,0,0,138,5,24,200
2022,Junho,Peruíbe,0,3,0,0,20,12,1,0,3,0,0,113,3,22,177
2022,Julho,Peruíbe,1,1,0,3,23,6,0,0,9,0,0,99,7,28,177
2022,Agosto,Peruíbe,2,2,0,0,27,9,0,0,9,0,0,158,4,34,245
2022,Setembro,Peruíbe,0,0,0,3,26,4,1,0,12,0,0,139,4,50,239
2022,Outubro,Peruíbe,3,1,0,2,17,7,0,0,8,0,0,112,8,27,185
2022,Novembro,Peruíbe,0,0,0,1,19,10,0,0,5,0,0,81,13,30,159
2022,Dezembro,Peruíbe,0,1,0,1,31,7,0,0,8,0,0,82,7,32,169
2022,Janeiro,Praia Grande,4,1,0,5,138,34,7,1,13,0,5,618,55,354,1235
2022,Fevereiro,Praia Grande,2,1,0,4,120,23,5,0,11,0,4,454,33,272,929
2022,Marco,Praia Grande,3,5,0,8,118,49,3,0,9,0,5,536,34,267,1037
2022,Abril,Praia Grande,3,4,0,3,89,31,7,0,8,0,4,437,50,211,847
2022,Maio,Praia Grande,3,1,0,5,110,43,2,0,5,0,3,400,89,170,831
2022,Junho,Praia Grande,0,3,0,0,73,35,7,0,15,0,5,543,42,182,905
2022,Julho,Praia Grande,6,0,1,4,92,42,2,0,12,0,3,491,56,178,887
2022,Agosto,Praia Grande,2,1,0,1,109,50,6,0,10,0,1,516,52,184,932
2022,Setembro,Praia Grande,0,4,0,3,89,37,4,0,14,0,3,579,46,210,989
2022,Outubro,Praia Grande,4,2,0,3,96,34,3,0,12,0,3,583,64,199,1003
2022,Novembro,Praia Grande,0,0,0,1,85,49,7,0,4,0,7,645,54,200,1052
2022,Dezembro,Praia Grande,0,1,0,4,104,47,5,0,15,0,8,506,52,224,966
2022,Janeiro,Santos,1,0,0,4,99,32,5,0,4,0,0,427,73,122,767
2022,Fevereiro,Santos,3,2,0,1,68,34,15,0,4,0,1,458,88,159,833
2022,Marco,Santos,0,1,0,3,103,43,6,0,11,0,2,487,82,248,986
2022,Abril,Santos,0,2,0,5,78,26,7,0,6,0,2,507,92,237,962
2022,Maio,Santos,1,1,0,4,71,39,11,1,4,0,0,482,78,190,882
2022,Junho,Santos,1,1,0,5,75,32,21,0,7,0,2,542,88,188,962
2022,Julho,Santos,4,1,0,1,53,35,17,0,9,0,0,464,91,206,881
2022,Agosto,Santos,3,4,0,5,74,33,17,0,14,0,5,464,107,237,963
2022,Setembro,Santos,3,1,0,6,76,24,13,0,7,0,10,475,100,190,905
2022,Outubro,Santos,1,3,1,3,84,27,15,0,12,0,1,509,81,181,918
2022,Novembro,Santos,0,3,1,3,97,26,16,0,11,0,3,466,83,179,888
2022,Dezembro,Santos,2,1,0,9,95,27,23,0,12,0,3,420,102,266,960
2022,Janeiro,São Vicente,4,0,0,2,64,30,2,0,20,0,0,306,41,198,667
2022,Fevereiro,São Vicente,1,3,0,1,87,27,2,0,13,0,0,307,39,173,653
2022,Marco,São Vicente,1,2,0,1,72,33,6,0,14,0,0,396,39,207,771
2022,Abril,São Vicente,2,1,0,3,50,22,1,0,20,0,1,285,55,196,636
2022,Maio,São Vicente,2,2,0,4,70,19,5,0,17,0,0,323,67,154,663
2022,Junho,São Vicente,1,1,0,1,58,21,9,0,16,0,0,367,81,177,732
2022,Julho,São Vicente,1,2,0,1,67,21,10,0,21,0,2,320,61,197,703
2022,Agosto,São Vicente,0,1,0,1,70,26,9,0,30,0,0,340,84,201,762
2022,Setembro,São Vicente,4,3,0,4,49,19,11,0,29,0,0,343,58,180,700
2022,Outubro,São Vicente,3,4,0,3,48,23,11,0,31,0,0,388,79,168,758
2022,Novembro,São Vicente,0,1,0,3,57,20,12,0,25,0,1,310,73,213,715
2022,Dezembro,São Vicente,5,1,0,3,59,16,13,1,35,0,7,305,68,202,715
2023,Janeiro,Bertioga,0,2,0,2,39,7,4,0,4,0,0,183,13,48,302
2023,Fevereiro,Bertioga,0,1,0,0,29,3,6,0,1,0,0,143,3,37,223
2023,Marco,Bertioga,1,1,0,0,31,2,2,0,4,0,1,99,5,44,190
2023,Abril,Bertioga,1,2,0,0,20,6,1,0,5,0,0,97,3,34,169
2023,Maio,Bertioga,0,3,0,1,26,5,2,0,1,0,0,184,6,13,241
2023,Junho,Bertioga,1,1,0,1,13,3,2,0,1,0,0,148,8,29,207
2023,Julho,Bertioga,0,2,0,0,17,5,1,0,1,0,0,110,3,26,165
2023,Agosto,Bertioga,0,2,0,1,33,6,2,0,0,0,0,164,3,24,235
2023,Setembro,Bertioga,1,1,0,0,30,4,2,0,4,0,1,196,6,33,278
2023,Outubro,Bertioga,0,3,0,1,22,6,0,0,4,0,0,130,7,29,202
2023,Novembro,Bertioga,0,3,0,1,31,9,3,0,0,0,1,152,9,22,231
2023,Dezembro,Bertioga,0,0,0,0,41,4,4,0,3,0,0,129,18,33,232
2023,Janeiro,Cubatão,3,3,0,2,25,9,1,0,6,0,3,110,9,39,210
2023,Fevereiro,Cubatão,0,0,0,6,17,6,2,0,13,0,2,89,9,19,163
