ANO,MES,MUNICIPIO,HOMICIDIO_DOLOSO,HOMICIDIO_CULPOSO_ACIDENTE_TRANSITO,HOMICIDIO_CULPOSO_OUTROS,TENTATIVA_HOMICIDIO,LESAO_CORPORAL_DOLOSA,LESAO_CORPORAL_ACIDENTE_TRANSITO,LESAO_CORPORAL_CULPOSA_OUTRAS,LATROCINIO,ROUBO_VEICULO,ROUBO_BANCO,ROUBO_CARGA,FURTO_OUTROS,FURTO_VEICULO,ROUBO_OUTROS,TOTAL_CRIME
2023,Marco,Cubatão,0,1,0,2,21,4,5,0,15,0,8,149,7,54,266
2023,Abril,Cubatão,1,3,0,1,28,8,5,0,15,0,5,136,8,53,263
2023,Maio,Cubatão,0,3,0,2,18,14,4,0,11,0,3,139,9,35,238
2023,Junho,Cubatão,2,4,0,1,20,8,8,0,18,0,0,127,9,21,218
2023,Julho,Cubatão,0,2,0,1,13,7,4,0,24,0,5,95,11,40,202
2023,Agosto,Cubatão,0,2,0,3,22,10,2,0,23,0,5,115,6,48,236
2023,Setembro,Cubatão,0,2,0,1,26,10,2,0,40,0,3,125,19,40,268
2023,Outubro,Cubatão,1,1,0,0,24,8,4,0,13,0,3,112,12,48,226
2023,Novembro,Cubatão,0,1,0,0,25,7,1,0,25,0,7,91,26,33,216
2023,Dezembro,Cubatão,0,5,0,1,29,10,0,0,17,0,10,88,13,41,214
2023,Janeiro,Guarujá,0,3,0,4,65,22,17,0,5,0,7,481,27,357,988
2023,Fevereiro,Guarujá,2,0,0,1,69,29,9,0,9,0,9,360,22,233,743
2023,Marco,Guarujá,1,4,0,4,64,25,13,0,7,0,17,472,28,361,996
2023,Abril,Guarujá,4,1,0,7,60,21,15,0,9,1,15,312,29,319,793
2023,Maio,Guarujá,2,2,0,7,55,15,14,0,10,0,8,339,18,241,711
2023,Junho,Guarujá,1,0,0,2,51,11,16,0,4,0,10,261,18,181,555
2023,Julho,Guarujá,2,2,0,8,55,18,14,0,6,0,7,319,18,200,649
2023,Agosto,Guarujá,1,2,0,4,62,13,19,0,2,0,3,439,14,130,689
2023,Setembro,Guarujá,1,2,0,5,77,21,12,0,8,0,4,405,17,221,773
2023,Outubro,Guarujá,0,0,0,1,44,17,11,0,6,0,2,328,21,250,680
2023,Novembro,Guarujá,4,0,0,3,71,22,12,0,12,0,4,326,23,307,784
2023,Dezembro,Guarujá,5,2,0,4,82,29,7,0,9,0,6,370,32,247,793
2023,Janeiro,Itanhaém,2,4,0,2,51,21,3,0,7,0,1,405,28,58,582
2023,Fevereiro,Itanhaém,1,3,0,1,41,15,1,0,5,0,3,238,21,40,369
2023,Marco,Itanhaém,1,1,0,0,42,15,1,0,15,0,0,223,14,58,370
2023,Abril,Itanhaém,0,0,0,0,51,11,1,0,11,0,0,198,16,56,344
2023,Maio,Itanhaém,0,1,0,1,33,18,0,0,4,0,0,184,23,44,308
2023,Junho,Itanhaém,3,3,0,2,36,12,3,0,4,0,0,185,25,41,314
2023,Julho,Itanhaém,0,1,0,1,37,17,1,0,6,0,0,144,17,37,261
2023,Agosto,Itanhaém,1,1,0,0,43,18,1,0,10,0,1,164,23,33,295
2023,Setembro,Itanhaém,0,2,0,1,50,11,2,0,10,0,4,165,20,50,315
2023,Outubro,Itanhaém,0,3,0,2,44,10,0,0,10,0,0,161,24,39,293
2023,Novembro,Itanhaém,0,3,0,0,49,10,0,0,11,0,1,201,19,45,339
2023,Dezembro,Itanhaém,1,0,0,2,43,13,1,0,5,0,1,248,37,37,388
2023,Janeiro,Mongaguá,0,0,0,4,41,11,0,0,15,0,1,401,15,181,669
2023,Fevereiro,Mongaguá,2,0,0,0,30,6,0,0,3,0,0,217,15,36,309
2023,Marco,Mongaguá,0,3,0,0,26,14,0,0,4,0,0,174,14,48,283
2023,Abril,Mongaguá,0,0,0,2,21,3,0,0,4,0,3,149,13,29,224
2023,Maio,Mongaguá,1,1,0,0,20,6,1,0,5,0,1,137,10,31,213
2023,Junho,Mongaguá,1,0,0,1,29,7,0,0,4,0,4,112,12,37,207
2023,Julho,Mongaguá,0,1,0,1,17,11,0,0,2,0,1,107,11,28,179
2023,Agosto,Mongaguá,0,0,0,0,29,5,1,0,4,0,0,101,19,14,173
2023,Setembro,Mongaguá,1,0,0,1,26,5,0,0,6,0,3,122,17,25,206
2023,Outubro,Mongaguá,2,0,0,2,19,5,0,0,5,0,0,128,11,22,194
2023,Novembro,Mongaguá,0,1,0,0,26,19,1,0,6,0,0,129,17,26,225
2023,Dezembro,Mongaguá,0,1,0,2,34,12,0,0,6,0,3,154,16,38,266
2023,Janeiro,Peruíbe,0,1,0,2,31,10,0,0,6,0,0,133,18,59,260
2023,Fevereiro,Peruíbe,0,2,0,0,33,9,1,0,10,0,1,103,4,31,194
2023,Marco,Peruíbe,2,1,0,2,35,14,0,0,5,0,0,127,6,30,222
2023,Abril,Peruíbe,0,2,0,0,24,9,0,0,4,0,0,126,4,29,198
2023,Maio,Peruíbe,0,0,0,2,26,9,0,0,10,0,0,100,4,36,187
2023,Junho,Peruíbe,0,0,0,1,32,12,1,0,7,0,0,116,6,21,196
2023,Julho,Peruíbe,1,0,0,0,16,7,1,0,7,0,0,174,3,21,230
2023,Agosto,Peruíbe,1,0,0,1,24,4,0,0,13,0,0,135,4,25,207
2023,Setembro,Peruíbe,0,2,0,2,35,8,2,0,6,0,0,159,8,33,255
2023,Outubro,Peruíbe,1,0,0,3,28,11,0,0,5,0,1,146,5,14,214
2023,Novembro,Peruíbe,0,0,0,2,30,10,2,0,8,0,0,189,15,25,281
2023,Dezembro,Peruíbe,0,2,0,0,37,12,1,0,9,0,1,162,15,33,272
2023,Janeiro,Praia Grande,4,4,1,6,120,41,8,0,12,0,6,713,51,259,1225
2023,Fevereiro,Praia Grande,2,1,0,3,112,27,9,1,5,0,11,508,49,207,935
2023,Marco,Praia Grande,0,3,0,1,115,45,5,0,13,0,12,688,64,273,1219
2023,Abril,Praia Grande,4,0,0,0,97,36,4,1,14,0,5,534,51,199,945
2023,Maio,Praia Grande,1,1,0,4,104,37,7,0,26,0,4,655,82,219,1140
2023,Junho,Praia Grande,2,3,0,2,85,45,6,0,28,0,16,536,62,291,1076
2023,Julho,Praia Grande,1,2,0,1,94,45,7,0,17,0,11,538,74,260,1050
2023,Agosto,Praia Grande,0,6,0,0,94,36,6,0,15,0,32,497,86,272,1044
2023,Setembro,Praia Grande,3,7,0,2,119,43,12,1,15,0,22,548,107,303,1182
2023,Outubro,Praia Grande,1,2,0,3,111,33,10,0,19,0,29,501,125,246,1080
2023,Novembro,Praia Grande,2,3,1,2,138,58,1,0,24,0,22,612,105,280,1248
2023,Dezembro,Praia Grande,6,4,0,3,141,48,7,0,7,0,26,534,115,266,1157
2023,Janeiro,Santos,0,4,0,4,103,21,12,0,15,0,1,562,89,228,1039
2023,Fevereiro,Santos,1,1,0,4,94,23,22,1,7,0,3,451,82,204,893
2023,Marco,Santos,2,0,0,6,105,38,25,0,19,0,3,619,122,222,1161
2023,Abril,Santos,0,4,0,7,98,43,24,0,12,0,1,568,106,243,1106
2023,Maio,Santos,0,1,1,10,78,30,18,0,25,0,5,589,135,219,1111
2023,Junho,Santos,1,3,0,5,68,26,33,0,24,0,0,542,96,186,984
2023,Julho,Santos,2,6,0,1,72,27,23,1,17,0,0,505,109,186,949
2023,Agosto,Santos,0,0,2,12,68,34,18,0,19,0,2,492,97,167,911
2023,Setembro,Santos,3,2,0,3,71,39,22,0,22,0,0,597,95,181,1035
2023,Outubro,Santos,0,2,0,1,83,26,17,0,23,0,2,590,131,181,1056
2023,Novembro,Santos,1,4,0,2,90,39,14,0,8,0,3,597,109,178,1045
2023,Dezembro,Santos,2,2,0,2,100,57,14,1,23,0,3,504,104,188,1000
2023,Janeiro,São Vicente,0,1,0,1,67,24,12,1,19,0,11,368,46,213,763
2023,Fevereiro,São Vicente,4,1,0,1,63,19,7,1,21,0,10,267,34,208,636
2023,Marco,São Vicente,3,3,0,3,92,26,19,0,25,0,7,402,54,292,926
2023,Abril,São Vicente,0,2,0,5,67,15,13,0,17,0,4,410,46,242,821
2023,Maio,São Vicente,2,2,0,3,47,18,8,1,30,0,23,468,34,305,941
2023,Junho,São Vicente,1,3,0,4,59,21,12,0,40,0,27,382,32,253,834
2023,Julho,São Vicente,2,3,0,3,45,23,4,0,36,0,23,335,44,253,771
2023,Agosto,São Vicente,1,2,0,1,49,33,4,1,36,0,13,436,39,320,935
2023,Setembro,São Vicente,5,3,0,8,57,31,0,0,39,0,11,410,49,248,861
2023,Outubro,São Vicente,3,0,0,3,78,22,1,0,35,0,7,426,59,242,876
2023,Novembro,São Vicente,2,3,0,0,66,25,1,0,37,0,6,346,54,202,742
2023,Dezembro,São Vicente,2,2,0,3,75,28,2,0,63,0,8,404,77,204,868
2024,Janeiro,Bertioga,0,1,0,1,31,6,2,0,1,0,0,169,8,25,244
2024,Fevereiro,Bertioga,1,1,0,1,21,9,1,0,3,0,0,99,15,24,175
2024,Marco,Bertioga,0,3,0,0,38,8,2,0,4,0,0,106,9,25,195
2024,Abril,Bertioga,0,0,0,0,26,5,0,0,2,0,0,87,13,32,165
2024,Maio,Bertioga,0,0,0,1,20,10,0,0,5,0,0,76,7,22,141
2024,Junho,Bertioga,1,1,0,1,23,6,0,0,1,0,0,98,6,26,163
2024,Julho,Bertioga,0,1,0,2,23,7,0,0,5,0,0,88,4,18,148
2024,Agosto,Bertioga,2,2,0,2,28,13,1,0,1,0,0,111,9,26,195
2024,Setembro,Bertioga,1,1,0,1,32,12,0,0,2,0,0,67,10,24,150
2024,Outubro,Bertioga,1,3,0,2,32,5,1,0,3,0,0,67,9,16,139
2024,Novembro,Bertioga,0,0,0,1,35,11,0,1,2,0,0,77,13,12,152
2024,Dezembro,Bertioga,0,5,0,1,37,5,1,0,3,0,0,97,8,31,188
2024,Janeiro,Cubatão,2,3,0,1,25,12,1,0,9,0,2,94,15,43,207
2024,Fevereiro,Cubatão,1,1,1,2,20,6,4,0,7,0,2,97,8,35,184
2024,Marco,Cubatão,0,2,0,2,44,11,2,0,11,0,4,118,10,31,235
2024,Abril,Cubatão,0,2,0,1,30,10,2,1,14,0,4,69,10,30,173
2024,Maio,Cubatão,0,3,0,0,33,16,0,0,16,0,2,138,7,33,248
2024,Junho,Cubatão,1,2,0,2,32,10,0,0,20,0,4,106,12,34,223
2024,Julho,Cubatão,0,2,0,1,20,7,2,1,17,0,4,84,7,30,175
2024,Agosto,Cubatão,2,1,0,2,28,15,2,0,15,0,3,207,15,38,328
2024,Setembro,Cubatão,0,3,0,3,36,9,0,0,7,0,0,149,14,23,244
2024,Outubro,Cubatão,0,1,0,3,31,17,2,2,11,0,0,174,9,26,276
2024,Novembro,Cubatão,1,2,0,0,32,12,0,0,20,0,3,146,14,42,272
2024,Dezembro,Cubatão,3,1,0,2,41,10,2,0,17,0,1,112,20,40,249
2024,Janeiro,Guarujá,4,1,0,2,80,18,19,0,4,0,3,408,19,242,800
2024,Fevereiro,Guarujá,0,3,0,3,60,12,20,0,3,0,1,276,25,143,546
2024,Marco,Guarujá,2,1,0,3,87,21,22,0,6,0,1,313,11,190,657
2024,Abril,Guarujá,4,1,0,1,74,17,11,0,5,0,1,281,13,166,574
2024,Maio,Guarujá,4,0,1,2,58,32,0,0,4,0,1,280,7,138,527
2024,Junho,Guarujá,4,3,0,1,83,30,4,0,3,0,4,343,11,151,637
2024,Julho,Guarujá,0,1,0,4,50,24,1,0,2,0,4,300,11,105,502
2024,Agosto,Guarujá,1,4,0,2,64,52,2,0,2,0,1,339,16,130,613
2024,Setembro,Guarujá,3,1,0,4,58,33,1,0,7,0,2,327,22,108,566
2024,Outubro,Guarujá,3,2,1,3,86,29,2,0,7,0,1,245,17,127,523
2024,Novembro,Guarujá,2,4,0,5,76,46,2,0,5,0,2,297,23,158,620
2024,Dezembro,Guarujá,2,2,0,1,94,36,3,0,7,0,1,293,26,185,650
2024,Janeiro,Itanhaém,1,2,0,3,66,15,1,0,5,0,1,254,32,67,447
2024,Fevereiro,Itanhaém,1,1,2,1,45,9,1,0,3,0,0,221,17,30,331
2024,Marco,Itanhaém,1,1,0,1,51,8,0,1,7,0,0,190,23,49,332
2024,Abril,Itanhaém,1,2,1,1,53,16,1,1,11,0,1,215,21,40,364
2024,Maio,Itanhaém,0,4,0,2,28,8,1,0,10,0,2,233,31,33,352
2024,Junho,Itanhaém,0,2,0,0,31,17,2,0,2,0,1,194,29,31,309
2024,Julho,Itanhaém,0,1,0,1,27,8,0,0,16,0,1,212,26,28,320
2024,Agosto,Itanhaém,0,1,0,0,42,15,2,0,8,0,2,294,22,29,415
2024,Setembro,Itanhaém,1,5,0,1,45,9,0,0,3,0,1,239,20,23,347
2024,Outubro,Itanhaém,1,1,0,2,55,11,1,0,9,0,0,245,23,28,376
2024,Novembro,Itanhaém,0,0,0,3,33,18,0,0,5,0,0,229,20,31,339
2024,Dezembro,Itanhaém,1,2,0,1,51,10,0,0,3,0,1,229,42,39,379
2024,Janeiro,Mongaguá,0,0,0,1,33,5,0,0,5,0,0,201,18,94,357
2024,Fevereiro,Mongaguá,0,1,0,1,45,8,0,0,7,0,0,134,15,38,249
2024,Marco,Mongaguá,0,1,0,0,25,10,0,0,4,0,1,119,15,17,192
2024,Abril,Mongaguá,0,3,0,0,27,7,0,0,2,0,1,135,14,43,232
2024,Maio,Mongaguá,0,2,0,0,18,8,0,0,2,0,1,119,12,29,191
2024,Junho,Mongaguá,0,0,0,1,18,4,0,0,8,0,2,121,13,43,210
2024,Julho,Mongaguá,0,0,0,0,14,5,0,0,4,0,1,95,12,27,158
2024,Agosto,Mongaguá,0,1,0,0,26,5,0,0,1,0,0,269,15,31,348
2024,Setembro,Mongaguá,0,0,0,1,27,4,0,0,1,0,1,171,15,21,241
2024,Outubro,Mongaguá,1,0,0,1,37,9,0,0,7,0,0,134,17,28,234
2024,Novembro,Mongaguá,0,0,0,0,33,6,0,0,9,0,1,165,13,24,251
2024,Dezembro,Mongaguá,0,1,0,3,36,8,1,0,2,0,1,168,17,22,259
2024,Janeiro,Peruíbe,0,0,0,1,25,7,1,0,3,0,0,174,18,62,291
2024,Fevereiro,Peruíbe,0,0,0,0,32,12,0,0,3,0,0,140,5,38,230
2024,Marco,Peruíbe,0,1,0,0,44,12,0,0,5,0,1,192,4,21,280
2024,Abril,Peruíbe,0,0,0,0,21,5,0,0,6,0,1,246,9,25,313
2024,Maio,Peruíbe,1,1,0,0,31,10,0,0,6,0,1,200,8,21,279
2024,Junho,Peruíbe,0,2,0,1,28,12,0,0,8,0,1,140,12,21,225
2024,Julho,Peruíbe,1,1,0,0,25,5,0,1,6,0,1,283,1,28,352
2024,Agosto,Peruíbe,1,0,0,1,28,4,0,0,5,0,0,183,3,9,234
2024,Setembro,Peruíbe,0,0,0,1,32,11,0,0,9,0,0,142,9,20,224
2024,Outubro,Peruíbe,2,2,0,1,26,13,0,0,16,0,1,249,7,18,335
2024,Novembro,Peruíbe,0,2,0,0,31,10,2,1,4,0,0,222,8,11,291
2024,Dezembro,Peruíbe,1,1,0,1,40,18,0,0,8,0,0,242,15,16,342
2024,Janeiro,Praia Grande,1,4,0,2,152,61,7,0,6,0,13,563,62,242,1113
2024,Fevereiro,Praia Grande,1,2,1,2,102,34,7,0,4,0,18,474,57,207,909
2024,Marco,Praia Grande,0,4,0,6,116,39,9,0,11,0,9,537,53,203,987
2024,Abril,Praia Grande,0,3,1,4,142,42,6,0,16,0,13,520,62,225,1034
2024,Maio,Praia Grande,1,6,0,4,107,53,1,0,14,0,19,556,93,236,1090
2024,Junho,Praia Grande,1,2,0,2,104,50,0,0,8,0,11,507,70,206,961
2024,Julho,Praia Grande,2,6,0,1,94,51,3,0,6,0,3,539,52,205,962
2024,Agosto,Praia Grande,5,2,0,2,96,57,1,0,7,0,8,656,73,205,1112
2024,Setembro,Praia Grande,1,1,0,1,115,48,1,0,14,0,6,621,92,234,1134
2024,Outubro,Praia Grande,0,3,0,3,112,46,3,0,17,0,8,681,85,221,1179
2024,Novembro,Praia Grande,1,2,0,4,133,42,2,0,10,0,3,645,84,217,1143
2024,Dezembro,Praia Grande,1,6,0,3,152,49,4,0,11,0,7,626,87,218,1164
2024,Janeiro,Santos,1,4,0,2,69,25,27,0,8,0,8,503,85,162,894
2024,Fevereiro,Santos,5,2,0,3,87,14,28,0,10,0,2,430,72,137,790
2024,Marco,Santos,2,3,0,7,101,22,43,0,10,0,1,526,89,178,982
2024,Abril,Santos,0,2,0,4,91,36,22,0,5,0,3,579,105,173,1020
2024,Maio,Santos,0,1,0,4,88,53,8,0,16,0,3,450,102,174,899
2024,Junho,Santos,0,1,0,4,89,39,3,0,13,0,2,427,99,127,804
2024,Julho,Santos,1,5,0,1,64,40,3,0,13,0,0,477,93,110,807
2024,Agosto,Santos,2,1,0,2,100,60,1,0,11,0,0,494,104,139,914
2024,Setembro,Santos,2,1,0,5,85,42,6,0,12,0,1,475,117,131,877
2024,Outubro,Santos,3,2,0,0,101,46,5,0,9,0,4,429,111,121,831
2024,Novembro,Santos,3,0,0,9,98,57,8,0,16,0,2,454,102,149,898
2024,Dezembro,Santos,0,3,0,4,108,52,8,0,17,0,4,413,101,130,840
2024,Janeiro,São Vicente,1,0,0,1,96,19,1,1,28,0,3,406,62,205,823
2024,Fevereiro,São Vicente,0,1,0,3,68,28,2,0,22,0,4,380,32,181,721
2024,Marco,São Vicente,0,2,0,2,84,30,4,0,28,0,3,339,40,210,742
2024,Abril,São Vicente,2,3,0,3,66,38,1,0,34,0,5,298,40,195,685
2024,Maio,São Vicente,3,2,0,3,82,44,4,0,56,0,7,369,51,205,826
2024,Junho,São Vicente,1,2,0,3,71,29,1,0,64,0,4,335,51,186,747
2024,Julho,São Vicente,1,5,0,4,61,20,2,0,42,0,0,399,42,131,707
2024,Agosto,São Vicente,0,5,0,0,67,25,1,0,36,0,2,358,49,167,710
2024,Setembro,São Vicente,4,3,0,4,78,20,1,0,29,0,2,337,35,175,688
2024,Outubro,São Vicente,0,5,0,2,80,36,2,0,44,0,4,403,52,179,807
2024,Novembro,São Vicente,1,1,1,4,89,26,3,0,43,0,2,362,60,196,788
2024,Dezembro,São Vicente,2,1,1,11,83,43,2,0,65,0,1,321,79,206,815
2025,Janeiro,Bertioga,0,1,0,1,31,6,2,0,1,0,0,169,8,25,244
2025,Fevereiro,Bertioga,1,1,0,1,21,9,1,0,3,0,0,99,15,24,175
2025,Marco,Bertioga,0,3,0,0,38,8,2,0,4,0,0,106,9,25,195
2025,Abril,Bertioga,0,0,0,0,26,5,0,0,2,0,0,87,13,32,165
2025,Maio,Bertioga,0,0,0,1,20,10,0,0,5,0,0,76,7,22,141
2025,Junho,Bertioga,1,1,0,1,23,6,0,0,1,0,0,98,6,26,163
2025,Julho,Bertioga,0,1,0,2,23,7,0,0,5,0,0,88,4,18,148
2025,Agosto,Bertioga,2,2,0,2,28,13,1,0,1,0,0,111,9,26,195
2025,Setembro,Bertioga,1,1,0,1,32,12,0,0,2,0,0,67,10,24,150
2025,Outubro,Bertioga,1,3,0,2,32,5,1,0,3,0,0,67,9,16,139
2025,Novembro,Bertioga,0,0,0,1,35,11,0,1,2,0,0,77,13,12,152
2025,Dezembro,Bertioga,0,5,0,1,37,5,1,0,3,0,0,97,8,31,188
2025,Janeiro,Cubatão,2,3,0,1,25,12,1,0,9,0,2,94,15,43,207
2025,Fevereiro,Cubatão,1,1,1,2,20,6,4,0,7,0,2,97,8,35,184
2025,Marco,Cubatão,0,2,0,2,44,11,2,0,11,0,4,118,10,31,235
2025,Abril,Cubatão,0,2,0,1,30,10,2,1,14,0,4,69,10,30,173
2025,Maio,Cubatão,0,3,0,0,33,16,0,0,16,0,2,138,7,33,248
2025,Junho,Cubatão,1,2,0,2,32,10,0,0,20,0,4,106,12,34,223
2025,Julho,Cubatão,0,2,0,1,20,7,2,1,17,0,4,84,7,30,175
2025,Agosto,Cubatão,2,1,0,2,28,15,2,0,15,0,3,207,15,38,328
2025,Setembro,Cubatão,0,3,0,3,36,9,0,0,7,0,0,149,14,23,244
2025,Outubro,Cubatão,0,1,0,3,31,17,2,2,11,0,0,174,9,26,276
2025,Novembro,Cubatão,1,2,0,0,32,12,0,0,20,0,3,146,14,42,272
2025,Dezembro,Cubatão,3,1,0,2,41,10,2,0,17,0,1,112,20,40,249
2025,Janeiro,Guarujá,4,1,0,2,80,18,19,0,4,0,3,408,19,242,800
2025,Fevereiro,Guarujá,0,3,0,3,60,12,20,0,3,0,1,276,25,143,546
2025,Marco,Guarujá,2,1,0,3,87,21,22,0,6,0,1,313,11,190,657
2025,Abril,Guarujá,4,1,0,1,74,17,11,0,5,0,1,281,13,166,574
2025,Maio,Guarujá,4,0,1,2,58,32,0,0,4,0,1,280,7,138,527
2025,Junho,Guarujá,4,3,0,1,83,30,4,0,3,0,4,343,11,151,637
2025,Julho,Guarujá,0,1,0,4,50,24,1,0,2,0,4,300,11,105,502
2025,Agosto,Guarujá,1,4,0,2,64,52,2,0,2,0,1,339,16,130,613
2025,Setembro,Guarujá,3,1,0,4,58,33,1,0,7,0,2,327,22,108,566
2025,Outubro,Guarujá,3,2,1,3,86,29,2,0,7,0,1,245,17,127,523
2025,Novembro,Guarujá,2,4,0,5,76,46,2,0,5,0,2,297,23,158,620
2025,Dezembro,Guarujá,2,2,0,1,94,36,3,0,7,0,1,293,26,185,650
2025,Janeiro,Itanhaém,1,2,0,3,66,15,1,0,5,0,1,254,32,67,447
2025,Fevereiro,Itanhaém,1,1,2,1,45,9,1,0,3,0,0,221,17,30,331
2025,Marco,Itanhaém,1,1,0,1,51,8,0,1,7,0,0,190,23,49,332
2025,Abril,Itanhaém,1,2,1,1,53,16,1,1,11,0,1,215,21,40,364
2025,Maio,Itanhaém,0,4,0,2,28,8,1,0,10,0,2,233,31,33,352
2025,Junho,Itanhaém,0,2,0,0,31,17,2,0,2,0,1,194,29,31,309
2025,Julho,Itanhaém,0,1,0,1,27,8,0,0,16,0,1,212,26,28,320
2025,Agosto,Itanhaém,0,1,0,0,42,15,2,0,8,0,2,294,22,29,415
2025,Setembro,Itanhaém,1,5,0,1,45,9,0,0,3,0,1,239,20,23,347
2025,Outubro,Itanhaém,1,1,0,2,55,11,1,0,9,0,0,245,23,28,376
2025,Novembro,Itanhaém,0,0,0,3,33,18,0,0,5,0,0,229,20,31,339
2025,Dezembro,Itanhaém,1,2,0,1,51,10,0,0,3,0,1,229,42,39,379
2025,Janeiro,Mongaguá,0,0,0,1,33,5,0,0,5,0,0,201,18,94,357
2025,Fevereiro,Mongaguá,0,1,0,1,45,8,0,0,7,0,0,134,15,38,249
2025,Marco,Mongaguá,0,1,0,0,25,10,0,0,4,0,1,119,15,17,192
2025,Abril,Mongaguá,0,3,0,0,27,7,0,0,2,0,1,135,14,43,232
2025,Maio,Mongaguá,0,2,0,0,18,8,0,0,2,0,1,119,12,29,191
2025,Junho,Mongaguá,0,0,0,1,18,4,0,0,8,0,2,121,13,43,210
2025,Julho,Mongaguá,0,0,0,0,14,5,0,0,4,0,1,95,12,27,158
2025,Agosto,Mongaguá,0,1,0,0,26,5,0,0,1,0,0,269,15,31,348
2025,Setembro,Mongaguá,0,0,0,1,27,4,0,0,1,0,1,171,15,21,241
2025,Outubro,Mongaguá,1,0,0,1,37,9,0,0,7,0,0,134,17,28,234
2025,Novembro,Mongaguá,0,0,0,0,33,6,0,0,9,0,1,165,13,24,251
2025,Dezembro,Mongaguá,0,1,0,3,36,8,1,0,2,0,1,168,17,22,259
2025,Janeiro,Peruíbe,0,1,0,3,45,20,1,0,1,0,0,182,19,37,309
2025,Fevereiro,Peruíbe,1,2,0,1,34,10,1,0,1,0,0,130,10,14,204
2025,Marco,Peruíbe,1,0,0,3,44,11,2,0,5,0,0,174,10,16,266
2025,Abril,Peruíbe,0,4,0,1,32,15,0,0,3,0,0,165,8,14,242
2025,Maio,Peruíbe,0,3,0,2,39,15,0,0,0,0,0,182,8,15,264
2025,Junho,Peruíbe,2,0,0,1,32,11,0,0,3,0,0,133,8,14,204
2025,Julho,Peruíbe,0,2,0,0,24,5,0,0,2,0,0,120,8,15,176
2025,Agosto,Peruíbe,0,0,0,1,29,16,0,1,5,0,0,91,6,11,160
2025,Setembro,Peruíbe,0,2,0,5,45,14,3,0,1,0,0,86,5,9,170
2025,Outubro,Peruíbe,0,2,0,2,34,10,0,0,4,0,0,116,9,21,198
2025,Novembro,Peruíbe,1,0,0,1,55,10,0,0,0,0,0,95,15,8,185
2025,Dezembro,Peruíbe,1,0,0,3,45,17,1,0,3,0,1,143,10,7,231
2025,Janeiro,Praia Grande,1,4,0,2,152,61,7,0,6,0,13,563,62,242,1113
2025,Fevereiro,Praia Grande,1,2,1,2,102,34,7,0,4,0,18,474,57,207,909
2025,Marco,Praia Grande,0,4,0,6,116,39,9,0,11,0,9,537,53,203,987
2025,Abril,Praia Grande,0,3,1,4,142,42,6,0,16,0,13,520,62,225,1034
2025,Maio,Praia Grande,1,6,0,4,107,53,1,0,14,0,19,556,93,236,1090
2025,Junho,Praia Grande,1,2,0,2,104,50,0,0,8,0,11,507,70,206,961
2025,Julho,Praia Grande,2,6,0,1,94,51,3,0,6,0,3,539,52,205,962
2025,Agosto,Praia Grande,5,2,0,2,96,57,1,0,7,0,8,656,73,205,1112
2025,Setembro,Praia Grande,1,1,0,1,115,48,1,0,14,0,6,621,92,234,1134
2025,Outubro,Praia Grande,0,3,0,3,112,46,3,0,17,0,8,681,85,221,1179
2025,Novembro,Praia Grande,1,2,0,4,133,42,2,0,10,0,3,645,84,217,1143
2025,Dezembro,Praia Grande,1,6,0,3,152,49,4,0,11,0,7,626,87,218,1164
2025,Janeiro,Santos,1,4,0,2,69,25,27,0,8,0,8,503,85,162,894
2025,Fevereiro,Santos,5,2,0,3,87,14,28,0,10,0,2,430,72,137,790
2025,Marco,Santos,2,3,0,7,101,22,43,0,10,0,1,526,89,178,982
2025,Abril,Santos,0,2,0,4,91,36,22,0,5,0,3,579,105,173,1020
2025,Maio,Santos,0,1,0,4,88,53,8,0,16,0,3,450,102,174,899
2025,Junho,Santos,0,1,0,4,89,39,3,0,13,0,2,427,99,127,804
2025,Julho,Santos,1,5,0,1,64,40,3,0,13,0,0,477,93,110,807
2025,Agosto,Santos,2,1,0,2,100,60,1,0,11,0,0,494,104,139,914
2025,Setembro,Santos,2,1,0,5,85,42,6,0,12,0,1,475,117,131,877
2025,Outubro,Santos,3,2,0,0,101,46,5,0,9,0,4,429,111,121,831
2025,Novembro,Santos,3,0,0,9,98,57,8,0,16,0,2,454,102,149,898
2025,Dezembro,Santos,0,3,0,4,108,52,8,0,17,0,4,413,101,130,840
2025,Janeiro,São Vicente,1,0,0,1,96,19,1,1,28,0,3,406,62,205,823
2025,Fevereiro,São Vicente,0,1,0,3,68,28,2,0,22,0,4,380,32,181,721
2025,Marco,São Vicente,0,2,0,2,84,30,4,0,28,0,3,339,40,210,742
2025,Abril,São Vicente,2,3,0,3,66,38,1,0,34,0,5,298,40,195,685
2025,Maio,São Vicente,3,2,0,3,82,44,4,0,56,0,7,369,51,205,826
2025,Junho,São Vicente,1,2,0,3,71,29,1,0,64,0,4,335,51,186,747
2025,Julho,São Vicente,1,5,0,4,61,20,2,0,42,0,0,399,42,131,707
2025,Agosto,São Vicente,0,5,0,0,67,25,1,0,36,0,2,358,49,167,710
2025,Setembro,São Vicente,4,3,0,4,78,20,1,0,29,0,2,337,35,175,688
2025,Outubro,São Vicente,0,5,0,2,80,36,2,0,44,0,4,403,52,179,807
2025,Novembro,São Vicente,1,1,1,4,89,26,3,0,43,0,2,362,60,196,788
2025,Dezembro,São Vicente,2,1,1,11,83,43,2,0,65,0,1,321,79,206,815
